latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
-3.87281,122.40568,327.49,0.6,0.7,2025-03-01,0427,N20,VIIRS,n,2.0NRT,286.44,6.07,D
-3.87359,122.40034,325.61,0.6,0.7,2025-03-01,0427,N20,VIIRS,n,2.0NRT,287.29,13.09,D
-3.57724,126.55617,329.39,0.61,0.53,2025-03-01,0427,N20,VIIRS,n,2.0NRT,289.9,3.42,D
-3.87382,122.40274,328.18,0.6,0.7,2025-03-01,0427,N20,VIIRS,n,2.0NRT,287.28,10.63,D
0.48089,127.99179,335.31,0.42,0.45,2025-03-01,0429,N20,VIIRS,n,2.0NRT,291.74,4.67,D
0.48507,127.99126,331.19,0.42,0.45,2025-03-01,0429,N20,VIIRS,n,2.0NRT,288.21,4.67,D
1.24496,127.89823,333.46,0.42,0.45,2025-03-01,0429,N20,VIIRS,n,2.0NRT,288.09,2.56,D
0.5094,127.89857,326.93,0.43,0.46,2025-03-01,0429,N20,VIIRS,n,2.0NRT,289.81,5.87,D
0.47906,128.00755,327.69,0.42,0.45,2025-03-01,0429,N20,VIIRS,n,2.0NRT,289.99,5.51,D
0.47847,128.00369,328.67,0.42,0.45,2025-03-01,0429,N20,VIIRS,n,2.0NRT,291.15,8.17,D
0.48148,127.9956,331.45,0.42,0.45,2025-03-01,0429,N20,VIIRS,n,2.0NRT,290.78,4.67,D
-8.34957,112.95271,331.55,0.45,0.39,2025-03-01,0607,N20,VIIRS,l,2.0NRT,305.83,7,D
-7.6313,112.66653,332.2,0.44,0.39,2025-03-01,0607,N20,VIIRS,n,2.0NRT,301.74,5.44,D
-7.56032,112.61131,330.15,0.44,0.38,2025-03-01,0607,N20,VIIRS,l,2.0NRT,301.73,3.1,D
-7.69063,110.82376,337.81,0.39,0.36,2025-03-01,0607,N20,VIIRS,n,2.0NRT,300.62,5.6,D
-7.63507,110.82964,337.93,0.39,0.36,2025-03-01,0607,N20,VIIRS,n,2.0NRT,296.12,3.44,D
-7.54375,110.89426,330.23,0.39,0.36,2025-03-01,0607,N20,VIIRS,l,2.0NRT,301.04,2.17,D
-7.24153,111.73307,330.46,0.41,0.37,2025-03-01,0607,N20,VIIRS,n,2.0NRT,298.25,4.47,D
-6.95927,110.45877,335.29,0.39,0.36,2025-03-01,0607,N20,VIIRS,n,2.0NRT,299.17,4.76,D
-6.94949,110.50026,334.04,0.39,0.36,2025-03-01,0607,N20,VIIRS,n,2.0NRT,298.88,4.97,D
-6.93529,110.54831,333.44,0.39,0.36,2025-03-01,0607,N20,VIIRS,n,2.0NRT,296.52,5.75,D
-6.93034,110.55832,334.74,0.39,0.36,2025-03-01,0607,N20,VIIRS,n,2.0NRT,296.38,1.71,D
-6.92088,110.55328,330.51,0.39,0.36,2025-03-01,0607,N20,VIIRS,n,2.0NRT,298.89,2.63,D
-6.92143,110.54977,332.72,0.39,0.36,2025-03-01,0607,N20,VIIRS,n,2.0NRT,301.02,2.63,D
-6.93231,110.30383,330.15,0.39,0.36,2025-03-01,0607,N20,VIIRS,n,2.0NRT,298.93,3.35,D
-6.8361,110.82121,331,0.39,0.36,2025-03-01,0607,N20,VIIRS,n,2.0NRT,299.94,2.34,D
-6.7157,111.19868,347.77,0.4,0.37,2025-03-01,0607,N20,VIIRS,n,2.0NRT,298.95,4.71,D
-2.43814,106.18076,338.51,0.44,0.38,2025-03-01,0609,N20,VIIRS,n,2.0NRT,297.06,4.63,D
0.51644,111.95525,340.78,0.5,0.41,2025-03-01,0609,N20,VIIRS,n,2.0NRT,293.52,9.6,D
-2.48377,106.4561,330.4,0.43,0.38,2025-03-01,0609,N20,VIIRS,l,2.0NRT,301.17,1.46,D
0.5202,111.9547,334.47,0.5,0.41,2025-03-01,0609,N20,VIIRS,n,2.0NRT,293.55,9.6,D
-1.70774,106.03838,341.31,0.44,0.38,2025-03-01,0609,N20,VIIRS,n,2.0NRT,297.44,6.94,D
-1.5657,103.69745,333.71,0.39,0.44,2025-03-01,0609,N20,VIIRS,n,2.0NRT,294.86,2.48,D
-1.81812,136.74771,307.96,0.54,0.68,2025-03-01,1530,N20,VIIRS,n,2.0NRT,269.26,0.9,N
-8.11013,112.92285,356.39,0.33,0.56,2025-03-01,1711,N20,VIIRS,n,2.0NRT,299.4,6.83,N
-8.10834,112.92166,342.52,0.33,0.56,2025-03-01,1711,N20,VIIRS,n,2.0NRT,282.04,5.48,N
-8.1088,112.92419,298.58,0.33,0.56,2025-03-01,1711,N20,VIIRS,n,2.0NRT,280.63,3.87,N
-8.1132,112.91965,349.75,0.33,0.56,2025-03-01,1711,N20,VIIRS,n,2.0NRT,280.49,5.48,N
-8.11375,112.92268,313.99,0.33,0.56,2025-03-01,1711,N20,VIIRS,n,2.0NRT,284.77,3.87,N
2.78011,125.40581,318.59,0.4,0.37,2025-03-01,1711,N20,VIIRS,n,2.0NRT,283.12,1.99,N
1.70045,127.87842,343.36,0.53,0.42,2025-03-01,1711,N20,VIIRS,n,2.0NRT,283.58,5.77,N
1.70116,127.87392,302.86,0.53,0.42,2025-03-01,1711,N20,VIIRS,n,2.0NRT,280.78,2.81,N
1.69663,127.87779,318.86,0.53,0.42,2025-03-01,1711,N20,VIIRS,n,2.0NRT,280.6,5.77,N
1.49471,127.63564,311.22,0.52,0.41,2025-03-01,1711,N20,VIIRS,n,2.0NRT,281.74,2.76,N
0.68947,117.55354,297.54,0.45,0.47,2025-03-01,1711,N20,VIIRS,n,2.0NRT,277.26,1.62,N
0.68884,117.55754,309.33,0.45,0.47,2025-03-01,1711,N20,VIIRS,n,2.0NRT,277.36,1.37,N
-1.24782,122.59032,306.45,0.39,0.36,2025-03-01,1711,N20,VIIRS,n,2.0NRT,289.23,0.96,N
0.68396,117.56089,301.27,0.45,0.47,2025-03-01,1711,N20,VIIRS,n,2.0NRT,276.72,1.26,N
-8.53844,122.76559,304.88,0.4,0.37,2025-03-01,1711,N20,VIIRS,n,2.0NRT,264.12,0.65,N
-7.23712,111.72944,307.23,0.41,0.61,2025-03-01,1711,N20,VIIRS,n,2.0NRT,287.38,1.8,N
-7.236,111.73128,306.68,0.41,0.61,2025-03-01,1711,N20,VIIRS,n,2.0NRT,287.4,1.25,N
-7.24158,111.73029,306.97,0.41,0.61,2025-03-01,1711,N20,VIIRS,n,2.0NRT,287.55,0.95,N
-1.37996,122.48156,314.81,0.39,0.36,2025-03-01,1711,N20,VIIRS,n,2.0NRT,285.17,1.08,N
-8.10958,112.91971,330.94,0.33,0.56,2025-03-01,1711,N20,VIIRS,n,2.0NRT,278.11,6.83,N
-3.8745,122.39564,305.57,0.38,0.36,2025-03-01,1713,N20,VIIRS,n,2.0NRT,289.72,1.2,N
-3.86952,122.40697,308.59,0.38,0.36,2025-03-01,1713,N20,VIIRS,n,2.0NRT,289.59,0.67,N
-3.87066,122.39272,322.14,0.38,0.36,2025-03-01,1713,N20,VIIRS,n,2.0NRT,291.06,1.43,N
-3.87228,122.40303,320.62,0.38,0.36,2025-03-01,1713,N20,VIIRS,n,2.0NRT,290.73,2.12,N
-3.8712,122.39616,308.28,0.38,0.36,2025-03-01,1713,N20,VIIRS,n,2.0NRT,290.11,1.2,N
-3.87174,122.39958,319.14,0.38,0.36,2025-03-01,1713,N20,VIIRS,n,2.0NRT,291.2,1.2,N
-3.87396,122.3922,307.08,0.38,0.36,2025-03-01,1713,N20,VIIRS,n,2.0NRT,289.29,1.43,N
-3.90139,122.41608,308.32,0.38,0.36,2025-03-01,1713,N20,VIIRS,n,2.0NRT,291.61,1.32,N
3.7724,98.66655,310,0.38,0.36,2025-03-01,1849,N20,VIIRS,n,2.0NRT,290.79,1.21,N
1.67405,101.47453,326.38,0.47,0.39,2025-03-01,1851,N20,VIIRS,n,2.0NRT,293.43,3.54,N
1.67931,100.806,306.76,0.44,0.38,2025-03-01,1851,N20,VIIRS,n,2.0NRT,291.61,0.81,N
0.70426,103.43587,304.4,0.42,0.45,2025-03-01,1851,N20,VIIRS,n,2.0NRT,290.35,0.78,N
0.74665,101.46266,304.59,0.48,0.4,2025-03-01,1851,N20,VIIRS,n,2.0NRT,291.74,1.11,N
0.68137,101.11647,305.74,0.46,0.39,2025-03-01,1851,N20,VIIRS,n,2.0NRT,291.58,0.59,N
0.44353,101.89043,311.43,0.51,0.41,2025-03-01,1851,N20,VIIRS,n,2.0NRT,291.93,1.7,N
0.32534,99.45207,306.84,0.4,0.37,2025-03-01,1851,N20,VIIRS,n,2.0NRT,291.28,0.44,N
-0.98672,103.33347,335.79,0.43,0.46,2025-03-01,1851,N20,VIIRS,n,2.0NRT,289.95,3.01,N
-1.56183,103.69753,323.27,0.47,0.48,2025-03-01,1851,N20,VIIRS,n,2.0NRT,290.07,4.16,N
-1.56617,103.69686,304.96,0.47,0.48,2025-03-01,1851,N20,VIIRS,n,2.0NRT,289.82,2.2,N
-4.01607,103.11939,297.27,0.47,0.47,2025-03-01,1851,N20,VIIRS,n,2.0NRT,286.46,1.41,N
-6.09558,106.67216,313.19,0.44,0.62,2025-03-01,1851,N20,VIIRS,n,2.0NRT,285.17,1.88,N
-6.18348,106.53746,312.73,0.43,0.62,2025-03-01,1851,N20,VIIRS,n,2.0NRT,284.82,0.85,N
-6.704,108.40228,298.73,0.59,0.7,2025-03-01,1851,N20,VIIRS,n,2.0NRT,283.9,1.21,N
-6.7022,108.39974,300.41,0.59,0.7,2025-03-01,1851,N20,VIIRS,n,2.0NRT,283.98,1.51,N
-10.17406,124.34478,335.52,0.36,0.57,2025-03-02,0548,N20,VIIRS,n,2.0NRT,299,3.89,D
-9.04378,117.12657,336.04,0.42,0.38,2025-03-02,0548,N20,VIIRS,n,2.0NRT,300.33,4.57,D
-2.76292,110.80286,330.92,0.45,0.39,2025-03-02,0550,N20,VIIRS,l,2.0NRT,294.59,13.46,D
-8.10713,118.07038,342.94,0.47,0.4,2025-03-02,0550,N20,VIIRS,n,2.0NRT,302.85,7.81,D
-6.93643,110.54665,335.49,0.51,0.41,2025-03-02,0550,N20,VIIRS,n,2.0NRT,294.61,5.28,D
-6.93595,110.54871,336.99,0.51,0.41,2025-03-02,0550,N20,VIIRS,n,2.0NRT,294.34,4.14,D
-7.04822,107.74849,332.28,0.51,0.5,2025-03-02,0550,N20,VIIRS,n,2.0NRT,295.88,7.14,D
-6.87589,108.77193,343.14,0.44,0.46,2025-03-02,0550,N20,VIIRS,n,2.0NRT,291.36,4.28,D
-3.13311,116.08834,344.81,0.43,0.38,2025-03-02,0550,N20,VIIRS,n,2.0NRT,283.73,13.51,D
-2.76232,110.80685,330.67,0.45,0.39,2025-03-02,0550,N20,VIIRS,l,2.0NRT,295.67,25.27,D
-3.19707,107.62871,345.69,0.46,0.47,2025-03-02,0550,N20,VIIRS,n,2.0NRT,285.08,9.12,D
-0.98929,103.33396,346.74,0.42,0.61,2025-03-02,0552,N20,VIIRS,n,2.0NRT,290.25,5.4,D
-1.26337,114.25292,345.14,0.39,0.36,2025-03-02,0552,N20,VIIRS,n,2.0NRT,277.3,20.04,D
-1.68386,105.44798,336.83,0.61,0.54,2025-03-02,0552,N20,VIIRS,n,2.0NRT,290.66,5.1,D
-1.68059,105.40232,330.58,0.62,0.54,2025-03-02,0552,N20,VIIRS,n,2.0NRT,291.01,3.85,D
-1.5679,103.6163,326.92,0.41,0.61,2025-03-02,0552,N20,VIIRS,n,2.0NRT,288.29,3.11,D
0.68496,117.55659,334.01,0.57,0.43,2025-03-02,0552,N20,VIIRS,n,2.0NRT,290.87,8.59,D
0.68893,117.55602,332.22,0.57,0.43,2025-03-02,0552,N20,VIIRS,n,2.0NRT,291.19,4.47,D
0.65969,117.10639,333.26,0.53,0.42,2025-03-02,0552,N20,VIIRS,n,2.0NRT,282.72,10.24,D
0.59517,116.35564,334.22,0.48,0.4,2025-03-02,0552,N20,VIIRS,n,2.0NRT,286.86,4.12,D
0.72408,117.10342,330.77,0.53,0.42,2025-03-02,0552,N20,VIIRS,n,2.0NRT,290.36,9.59,D
-0.99138,103.3343,344.89,0.42,0.61,2025-03-02,0552,N20,VIIRS,n,2.0NRT,289.87,3.76,D
1.30465,116.67294,329.2,0.51,0.41,2025-03-02,0552,N20,VIIRS,n,2.0NRT,297.2,7.93,D
1.30704,116.66315,334.24,0.51,0.41,2025-03-02,0552,N20,VIIRS,n,2.0NRT,296.59,9.47,D
1.33286,116.65474,334.44,0.51,0.41,2025-03-02,0552,N20,VIIRS,n,2.0NRT,294.78,4.21,D
1.33215,116.65012,330.82,0.51,0.41,2025-03-02,0552,N20,VIIRS,n,2.0NRT,294.61,9.15,D
1.33665,116.65418,332.07,0.51,0.41,2025-03-02,0552,N20,VIIRS,n,2.0NRT,293.29,4.21,D
0.1226,103.64512,326.88,0.39,0.59,2025-03-02,0552,N20,VIIRS,n,2.0NRT,289.31,2.01,D
0.11914,103.64503,328.6,0.38,0.59,2025-03-02,0552,N20,VIIRS,n,2.0NRT,289.92,2.13,D
0.72248,103.50443,341.15,0.39,0.59,2025-03-02,0552,N20,VIIRS,n,2.0NRT,290.51,2.65,D
4.38016,96.80796,337.49,0.44,0.62,2025-03-02,0735,N20,VIIRS,n,2.0NRT,293.88,5.96,D
3.17462,97.90475,332.99,0.5,0.66,2025-03-02,0735,N20,VIIRS,n,2.0NRT,290.14,3.1,D
1.49613,127.63247,345.47,0.39,0.36,2025-03-02,1649,N20,VIIRS,n,2.0NRT,302.83,8.05,N
1.69875,127.87997,308.41,0.39,0.36,2025-03-02,1649,N20,VIIRS,n,2.0NRT,271.94,2.55,N
1.49282,127.63197,307.14,0.39,0.36,2025-03-02,1649,N20,VIIRS,n,2.0NRT,286.61,1.67,N
0.50993,127.89716,306.67,0.38,0.36,2025-03-02,1649,N20,VIIRS,n,2.0NRT,283.42,1.03,N
1.49558,127.63593,340.3,0.39,0.36,2025-03-02,1649,N20,VIIRS,n,2.0NRT,305.43,8.05,N
0.51047,127.89374,304.01,0.38,0.36,2025-03-02,1649,N20,VIIRS,n,2.0NRT,284.04,1.03,N
2.7805,125.40285,327.3,0.47,0.4,2025-03-02,1649,N20,VIIRS,n,2.0NRT,282.27,5.56,N
1.70259,127.87701,319.36,0.39,0.36,2025-03-02,1649,N20,VIIRS,n,2.0NRT,275.74,1.24,N
1.70205,127.88046,299.3,0.39,0.36,2025-03-02,1649,N20,VIIRS,n,2.0NRT,272.05,1.24,N
1.69929,127.8765,332.51,0.39,0.36,2025-03-02,1649,N20,VIIRS,n,2.0NRT,274.19,2.55,N
-1.45708,127.43734,330.5,0.38,0.36,2025-03-02,1652,N20,VIIRS,n,2.0NRT,258.29,2.75,N
-2.33717,116.58211,295.35,0.49,0.65,2025-03-02,1652,N20,VIIRS,n,2.0NRT,283.87,6.6,N
-10.17097,124.33992,309.32,0.4,0.37,2025-03-02,1654,N20,VIIRS,n,2.0NRT,296.07,3.26,N
-8.11153,112.92104,311.75,0.7,0.75,2025-03-02,1654,N20,VIIRS,n,2.0NRT,287.12,4.52,N
-8.11184,112.91914,316.7,0.7,0.75,2025-03-02,1654,N20,VIIRS,n,2.0NRT,287.41,3.84,N
-8.34657,113.48934,301.81,0.63,0.72,2025-03-02,1654,N20,VIIRS,n,2.0NRT,289.22,1.05,N
-8.27176,123.50736,339.17,0.44,0.38,2025-03-02,1654,N20,VIIRS,n,2.0NRT,292.89,7.16,N
1.38378,101.22904,305.15,0.41,0.37,2025-03-02,1832,N20,VIIRS,n,2.0NRT,292.51,1.08,N
1.37476,100.52734,305.8,0.43,0.38,2025-03-02,1832,N20,VIIRS,n,2.0NRT,292.47,0.74,N
1.2841,101.0834,304.8,0.41,0.37,2025-03-02,1832,N20,VIIRS,n,2.0NRT,293.15,0.83,N
0.70325,103.43724,316.87,0.39,0.36,2025-03-02,1832,N20,VIIRS,n,2.0NRT,293.47,2.28,N
0.84581,101.391,305.42,0.4,0.37,2025-03-02,1832,N20,VIIRS,n,2.0NRT,290.03,0.84,N
0.74492,101.4631,308.17,0.4,0.37,2025-03-02,1832,N20,VIIRS,n,2.0NRT,287.95,0.85,N
0.71701,101.45187,303.83,0.4,0.37,2025-03-02,1832,N20,VIIRS,n,2.0NRT,287.71,0.61,N
0.68286,101.1187,305.39,0.41,0.37,2025-03-02,1832,N20,VIIRS,n,2.0NRT,292.71,0.91,N
0.44356,101.89182,322.24,0.39,0.36,2025-03-02,1832,N20,VIIRS,n,2.0NRT,294.73,3.63,N
-1.56345,103.6949,321.53,0.4,0.37,2025-03-02,1832,N20,VIIRS,n,2.0NRT,278.73,1.15,N
5.45389,95.24713,306.26,0.34,0.56,2025-03-02,1832,N20,VIIRS,n,2.0NRT,293.84,1.34,N
1.67153,101.47381,312.63,0.4,0.37,2025-03-02,1832,N20,VIIRS,n,2.0NRT,293.09,0.85,N
1.67096,101.4774,305.63,0.4,0.37,2025-03-02,1832,N20,VIIRS,n,2.0NRT,292.57,0.85,N
-8.77042,118.25205,332.45,0.4,0.37,2025-03-03,0529,N20,VIIRS,l,2.0NRT,305.22,4.88,D
-10.09499,120.71658,341.21,0.39,0.36,2025-03-03,0529,N20,VIIRS,l,2.0NRT,311.75,6.2,D
-10.19502,123.53166,337.93,0.48,0.4,2025-03-03,0529,N20,VIIRS,n,2.0NRT,302.66,3.4,D
-10.09444,120.72011,341.05,0.39,0.36,2025-03-03,0529,N20,VIIRS,l,2.0NRT,311.33,6.2,D
-8.32878,120.63844,344.46,0.39,0.36,2025-03-03,0529,N20,VIIRS,n,2.0NRT,298.08,4.49,D
-8.44246,114.34164,329.97,0.41,0.45,2025-03-03,0529,N20,VIIRS,n,2.0NRT,299.88,1.69,D
-8.21567,113.68483,331.57,0.44,0.46,2025-03-03,0529,N20,VIIRS,n,2.0NRT,293.47,2.98,D
-5.55472,119.88129,336.03,0.39,0.36,2025-03-03,0529,N20,VIIRS,n,2.0NRT,296.07,1.86,D
-9.7923,120.18972,344.36,0.38,0.36,2025-03-03,0529,N20,VIIRS,n,2.0NRT,304.18,2.53,D
-8.27209,123.51087,335.52,0.5,0.41,2025-03-03,0529,N20,VIIRS,n,2.0NRT,301.99,6.66,D
-8.4832,121.28801,330.84,0.41,0.37,2025-03-03,0529,N20,VIIRS,l,2.0NRT,304.57,7.52,D
0.95721,118.93359,342.91,0.4,0.37,2025-03-03,0531,N20,VIIRS,n,2.0NRT,293.75,5.84,D
-3.90459,122.42095,338.24,0.5,0.41,2025-03-03,0531,N20,VIIRS,n,2.0NRT,298.56,9.21,D
-3.8712,122.40774,331.93,0.5,0.41,2025-03-03,0531,N20,VIIRS,n,2.0NRT,299.05,6.26,D
-3.87189,122.40324,341.15,0.5,0.41,2025-03-03,0531,N20,VIIRS,n,2.0NRT,300.29,6.26,D
-3.87259,122.39875,331.39,0.5,0.41,2025-03-03,0531,N20,VIIRS,n,2.0NRT,298.57,5.83,D
-1.67139,119.99794,332.67,0.41,0.37,2025-03-03,0531,N20,VIIRS,n,2.0NRT,292.88,3.81,D
0.48161,127.99493,329.6,0.45,0.63,2025-03-03,0531,N20,VIIRS,n,2.0NRT,286.61,5.11,D
0.481,127.99094,328.81,0.45,0.63,2025-03-03,0531,N20,VIIRS,n,2.0NRT,286.49,5.11,D
-0.68764,119.95065,330.92,0.42,0.38,2025-03-03,0531,N20,VIIRS,n,2.0NRT,292.97,2.86,D
-0.6842,119.95012,334.48,0.42,0.38,2025-03-03,0531,N20,VIIRS,n,2.0NRT,292.13,5.15,D
0.55529,120.43288,340.4,0.45,0.39,2025-03-03,0531,N20,VIIRS,n,2.0NRT,289.28,16.85,D
0.32773,116.37272,334.01,0.4,0.37,2025-03-03,0531,N20,VIIRS,l,2.0NRT,296.9,5.84,D
0.32719,116.36917,338.73,0.4,0.37,2025-03-03,0531,N20,VIIRS,l,2.0NRT,297.72,101.77,D
0.53171,117.20073,341,0.39,0.36,2025-03-03,0531,N20,VIIRS,n,2.0NRT,297.57,4.29,D
1.30417,116.79082,337.83,0.39,0.36,2025-03-03,0531,N20,VIIRS,n,2.0NRT,292.55,4.37,D
1.31166,116.68328,338.84,0.39,0.36,2025-03-03,0531,N20,VIIRS,l,2.0NRT,296.01,45.23,D
1.35848,116.65784,367,0.39,0.36,2025-03-03,0531,N20,VIIRS,h,2.0NRT,298.05,15.48,D
3.7447,117.49058,342.71,0.39,0.36,2025-03-03,0533,N20,VIIRS,n,2.0NRT,293.91,3.96,D
-2.5107,106.48635,325.51,0.74,0.76,2025-03-03,0711,N20,VIIRS,n,2.0NRT,283.13,3.6,D
-4.30928,102.81092,348.2,0.39,0.59,2025-03-03,0711,N20,VIIRS,n,2.0NRT,287.87,4.93,D
-4.31419,102.81018,332.37,0.39,0.59,2025-03-03,0711,N20,VIIRS,n,2.0NRT,287.92,2.65,D
3.28795,97.89842,337.28,0.47,0.48,2025-03-03,0713,N20,VIIRS,n,2.0NRT,298.35,4.65,D
-1.91308,103.18089,336.8,0.45,0.63,2025-03-03,0713,N20,VIIRS,n,2.0NRT,283.84,4.77,D
1.20545,99.2335,337.32,0.54,0.51,2025-03-03,0713,N20,VIIRS,n,2.0NRT,284.88,5.69,D
2.86439,97.83373,340.63,0.46,0.47,2025-03-03,0713,N20,VIIRS,n,2.0NRT,297.01,6.08,D
4.0271,97.11755,348.71,0.43,0.46,2025-03-03,0713,N20,VIIRS,n,2.0NRT,296.44,9.68,D
4.11228,97.07996,339.39,0.43,0.46,2025-03-03,0713,N20,VIIRS,n,2.0NRT,295.66,4.04,D
4.77511,97.464,339.76,0.47,0.47,2025-03-03,0713,N20,VIIRS,n,2.0NRT,299.72,8.2,D
4.77947,97.46337,336.71,0.47,0.47,2025-03-03,0713,N20,VIIRS,n,2.0NRT,299.12,3.83,D
5.1647,96.65915,330.62,0.42,0.45,2025-03-03,0716,N20,VIIRS,l,2.0NRT,302.99,2.61,D
2.78224,125.39379,307.87,0.63,0.54,2025-03-03,1632,N20,VIIRS,n,2.0NRT,281.55,2.22,N
2.78478,125.40136,306.75,0.63,0.54,2025-03-03,1632,N20,VIIRS,n,2.0NRT,281.49,2.34,N
1.70239,127.87823,347.82,0.41,0.45,2025-03-03,1632,N20,VIIRS,n,2.0NRT,304.75,21.19,N
1.70299,127.87437,304.07,0.41,0.45,2025-03-03,1632,N20,VIIRS,n,2.0NRT,287.87,5.15,N
1.69828,127.87766,336.4,0.41,0.45,2025-03-03,1632,N20,VIIRS,n,2.0NRT,291.68,21.19,N
1.4946,127.62968,329.72,0.42,0.45,2025-03-03,1632,N20,VIIRS,n,2.0NRT,292.42,4.88,N
1.49401,127.63354,320.19,0.42,0.45,2025-03-03,1632,N20,VIIRS,n,2.0NRT,297.15,4.07,N
0.51216,127.89774,302.89,0.39,0.44,2025-03-03,1632,N20,VIIRS,n,2.0NRT,282.57,0.87,N
-1.45743,127.43632,342.94,0.39,0.44,2025-03-03,1632,N20,VIIRS,n,2.0NRT,282.14,6.46,N
-1.52944,127.42129,302.23,0.39,0.44,2025-03-03,1632,N20,VIIRS,n,2.0NRT,280.49,0.4,N
-2.43635,133.1338,317.43,0.39,0.36,2025-03-03,1632,N20,VIIRS,n,2.0NRT,290.39,1.99,N
-1.55616,127.42786,327.12,0.39,0.44,2025-03-03,1632,N20,VIIRS,n,2.0NRT,279.99,2.35,N
-1.5602,127.4273,339.52,0.39,0.44,2025-03-03,1632,N20,VIIRS,n,2.0NRT,281.27,6.55,N
-1.56423,127.42673,349.65,0.39,0.44,2025-03-03,1632,N20,VIIRS,n,2.0NRT,281.41,6.55,N
-1.22679,122.59739,298.27,0.42,0.61,2025-03-03,1632,N20,VIIRS,n,2.0NRT,271.69,4.88,N
-1.56482,127.43037,307.22,0.39,0.44,2025-03-03,1632,N20,VIIRS,n,2.0NRT,280.65,1.81,N
-2.26901,121.76147,296.11,0.46,0.64,2025-03-03,1634,N20,VIIRS,n,2.0NRT,279.65,2.04,N
-3.86997,122.40076,320.45,0.39,0.6,2025-03-03,1634,N20,VIIRS,n,2.0NRT,285.13,2.08,N
-3.86817,122.39026,303.94,0.4,0.6,2025-03-03,1634,N20,VIIRS,n,2.0NRT,284.6,1.16,N
-3.86876,122.39371,304.18,0.39,0.6,2025-03-03,1634,N20,VIIRS,n,2.0NRT,284.8,1.56,N
-3.86936,122.39721,314.22,0.39,0.6,2025-03-03,1634,N20,VIIRS,n,2.0NRT,285.14,1.56,N
-3.87058,122.40431,311.56,0.39,0.6,2025-03-03,1634,N20,VIIRS,n,2.0NRT,285.03,2.08,N
-3.87119,122.40786,306.8,0.39,0.6,2025-03-03,1634,N20,VIIRS,n,2.0NRT,285.24,1.39,N
-3.90028,122.41375,303.09,0.39,0.6,2025-03-03,1634,N20,VIIRS,n,2.0NRT,284.57,1.03,N
-3.90088,122.4173,309.26,0.39,0.6,2025-03-03,1634,N20,VIIRS,n,2.0NRT,285.47,1.73,N
-8.27172,123.50101,335.21,0.56,0.52,2025-03-03,1634,N20,VIIRS,n,2.0NRT,289.56,4.31,N
-1.16689,103.33792,299.47,0.5,0.41,2025-03-03,1813,N20,VIIRS,n,2.0NRT,278.24,0.65,N
-1.1742,103.35979,302.21,0.5,0.41,2025-03-03,1813,N20,VIIRS,n,2.0NRT,274.57,0.53,N
1.01763,103.96297,305.74,0.49,0.41,2025-03-03,1813,N20,VIIRS,n,2.0NRT,283.14,0.98,N
0.70061,103.43639,303.7,0.52,0.42,2025-03-03,1813,N20,VIIRS,n,2.0NRT,290.6,0.94,N
0.84879,101.39027,304.03,0.47,0.48,2025-03-03,1813,N20,VIIRS,n,2.0NRT,289.06,0.68,N
0.68752,101.62012,300.83,0.45,0.47,2025-03-03,1813,N20,VIIRS,n,2.0NRT,286.12,2.28,N
-0.19288,104.86416,303.82,0.43,0.38,2025-03-03,1813,N20,VIIRS,n,2.0NRT,283.7,0.69,N
-0.98697,103.33019,301.97,0.51,0.41,2025-03-03,1813,N20,VIIRS,n,2.0NRT,283.9,0.91,N
-2.87558,115.26111,312.15,0.34,0.56,2025-03-03,1813,N20,VIIRS,n,2.0NRT,271.64,1.22,N
-2.8731,115.26066,316.38,0.34,0.56,2025-03-03,1813,N20,VIIRS,n,2.0NRT,270.88,1.22,N
1.07082,103.95116,310.68,0.5,0.41,2025-03-03,1813,N20,VIIRS,n,2.0NRT,280.3,1.3,N
-8.11356,112.92287,323.9,0.56,0.51,2025-03-03,1815,N20,VIIRS,n,2.0NRT,277.37,3.74,N
-7.70271,108.99612,323.16,0.47,0.4,2025-03-03,1815,N20,VIIRS,n,2.0NRT,273.49,3,N
-8.11185,112.92485,332.32,0.56,0.51,2025-03-03,1815,N20,VIIRS,n,2.0NRT,283.44,6.87,N
-8.11455,112.93028,307.41,0.56,0.51,2025-03-03,1815,N20,VIIRS,n,2.0NRT,282.12,3.74,N
-3.26717,138.60831,325.2,0.43,0.62,2025-03-04,0332,N20,VIIRS,n,2.0NRT,289.34,4.12,D
-2.51988,140.71419,338.4,0.6,0.53,2025-03-04,0332,N20,VIIRS,n,2.0NRT,289.27,4.47,D
-3.27028,138.6064,331.75,0.43,0.62,2025-03-04,0332,N20,VIIRS,n,2.0NRT,288.66,2,D
-9.03204,117.16492,340.82,0.56,0.51,2025-03-04,0510,N20,VIIRS,n,2.0NRT,295.12,6.83,D
-3.5778,126.21269,330.05,0.45,0.39,2025-03-04,0512,N20,VIIRS,n,2.0NRT,298.83,3.05,D
-3.57488,126.20806,337.73,0.45,0.39,2025-03-04,0512,N20,VIIRS,n,2.0NRT,296.11,4.24,D
-3.87083,122.40858,342.6,0.39,0.36,2025-03-04,0512,N20,VIIRS,n,2.0NRT,293,7.94,D
-3.87136,122.40506,334.13,0.39,0.36,2025-03-04,0512,N20,VIIRS,l,2.0NRT,292.35,7.84,D
