DATA_TIMESTAMP,tn,tx,tavg,rh_avg,rr,ss,ff_x,ddd_x,ff_avg,ddd_car,KABUPATEN,JUMLAH_HOTSPOT
2018-12-04,24.0,34.4,28.3,80.0,8888.0,9.5,4.0,70.0,1.0,N ,BARITO UTARA,0
2018-02-12,24.0,33.2,27.9,84.0,0.7,,2.0,50.0,0.0,N ,BARITO UTARA,0
2018-03-12,25.0,33.6,27.5,86.0,8888.0,6.0,2.0,90.0,0.0,N ,BARITO UTARA,0
2018-04-12,22.0,31.3,27.4,87.0,30.2,3.4,3.0,50.0,1.0,N ,BARITO UTARA,0
2018-05-12,24.0,34.7,27.8,85.0,0.0,,3.0,20.0,1.0,N ,BARITO UTARA,0
2018-06-12,24.0,32.7,26.5,90.0,44.4,6.5,4.0,120.0,0.0,N ,BARITO UTARA,0
2018-07-12,,33.3,27.5,87.0,9.2,4.5,7.0,210.0,0.0,C ,BARITO UTARA,0
2018-08-12,25.0,31.0,26.8,88.0,8888.0,4.2,4.0,340.0,1.0,N ,BARITO UTARA,2
2018-09-12,24.0,33.6,28.0,85.0,44.1,4.3,4.0,60.0,0.0,N ,BARITO UTARA,15
2018-10-12,25.0,34.4,29.1,81.0,0.0,6.7,3.0,30.0,1.0,N ,BARITO UTARA,2
2018-11-12,25.0,32.2,26.8,90.0,7.9,8.2,2.0,180.0,0.0,N ,BARITO UTARA,0
2018-12-12,,31.0,27.0,89.0,4.3,2.5,3.0,220.0,1.0,N ,BARITO UTARA,0
2018-02-02,22.0,27.8,24.9,90.0,34.9,3.6,3.0,110.0,0.0,N ,BARITO UTARA,0
2018-03-02,20.0,32.9,27.5,82.0,0.3,0.0,2.0,80.0,0.0,N ,BARITO UTARA,0
2018-04-02,24.0,33.8,28.6,78.0,0.0,5.3,3.0,50.0,0.0,N ,BARITO UTARA,0
2018-05-02,24.0,32.3,26.3,90.0,28.0,,3.0,80.0,2.0,N ,BARITO UTARA,0
2018-06-02,24.0,30.3,25.5,93.0,20.0,4.0,4.0,220.0,0.0,N ,BARITO UTARA,0
2018-07-02,20.0,29.4,25.3,92.0,91.0,2.1,3.0,140.0,0.0,N ,BARITO UTARA,0
2018-08-02,,32.4,26.4,84.0,0.3,0.2,5.0,340.0,1.0,N ,BARITO UTARA,0
2018-09-02,24.0,31.7,25.5,89.0,8.7,,3.0,220.0,1.0,N ,BARITO UTARA,0
2018-10-02,24.0,32.6,27.3,80.0,3.3,2.9,2.0,200.0,0.0,N ,BARITO UTARA,0
2018-11-02,20.0,32.7,26.9,86.0,7.6,5.5,4.0,200.0,0.0,N ,BARITO UTARA,0
2018-12-02,23.0,31.0,25.6,90.0,15.3,5.5,0.0,0.0,0.0,N ,BARITO UTARA,0
2018-02-01,23.0,30.2,25.6,90.0,27.5,,0.0,0.0,0.0,N ,BARITO UTARA,0
2018-03-01,,31.8,27.2,86.0,1.3,0.5,3.0,250.0,1.0,N ,BARITO UTARA,0
2018-04-01,25.0,32.2,28.1,86.0,0.0,3.2,3.0,280.0,0.0,N ,BARITO UTARA,1
2018-05-01,,30.2,25.7,90.0,12.9,,3.0,340.0,1.0,N ,BARITO UTARA,0
2018-06-01,24.0,29.0,25.4,92.0,6.0,0.4,2.0,220.0,0.0,N ,BARITO UTARA,0
2018-07-01,24.0,29.8,26.2,88.0,6.1,,2.0,240.0,0.0,N ,BARITO UTARA,0
2018-08-01,23.0,31.1,26.7,87.0,3.2,0.3,2.0,60.0,0.0,N ,BARITO UTARA,0
2018-09-01,24.0,,28.1,81.0,,,3.0,70.0,1.0,N ,BARITO UTARA,1
2018-10-01,24.0,32.4,27.0,88.0,0.0,7.6,4.0,200.0,0.0,N ,BARITO UTARA,4
2018-11-01,22.0,28.9,25.6,91.0,0.0,3.7,4.0,260.0,1.0,N ,BARITO UTARA,1
2018-12-01,23.0,31.1,26.0,86.0,13.7,0.7,5.0,250.0,1.0,N ,BARITO UTARA,0
2018-02-07,23.0,30.2,25.9,88.0,8888.0,0.0,2.0,290.0,0.0,N ,BARITO UTARA,0
2018-03-07,,32.0,26.3,88.0,0.0,1.1,3.0,290.0,1.0,N ,BARITO UTARA,0
2018-04-07,23.0,32.0,26.7,83.0,14.9,3.5,2.0,300.0,0.0,N ,BARITO UTARA,0
2018-05-07,22.0,28.2,24.7,90.0,16.1,,3.0,90.0,0.0,N ,BARITO UTARA,0
2018-06-07,18.0,31.4,26.5,85.0,2.4,0.5,2.0,200.0,0.0,N ,BARITO UTARA,0
2018-07-07,24.0,31.7,27.6,84.0,0.0,3.7,2.0,70.0,0.0,N ,BARITO UTARA,0
2018-08-07,21.0,32.6,28.0,85.0,0.8,3.1,0.0,0.0,0.0,N ,BARITO UTARA,0
2018-09-07,25.0,32.9,28.3,85.0,6.5,4.7,3.0,150.0,0.0,N ,BARITO UTARA,0
2018-10-07,25.0,30.4,27.0,87.0,9.8,5.6,2.0,220.0,0.0,N ,BARITO UTARA,0
2018-11-07,22.0,31.8,27.4,79.0,0.0,5.6,3.0,200.0,1.0,N ,BARITO UTARA,0
2018-12-07,22.0,31.5,26.5,82.0,0.0,6.8,2.0,250.0,0.0,N ,BARITO UTARA,0
2018-02-06,24.0,32.9,27.7,85.0,0.0,,4.0,250.0,1.0,N ,BARITO UTARA,0
2018-03-06,24.0,31.8,27.3,86.0,0.0,6.9,3.0,260.0,1.0,N ,BARITO UTARA,0
2018-04-06,24.0,33.6,28.4,81.0,0.0,1.7,2.0,40.0,0.0,N ,BARITO UTARA,0
2018-05-06,,34.1,28.3,82.0,0.0,8.0,3.0,110.0,1.0,N ,BARITO UTARA,0
2018-06-06,25.0,34.2,29.2,78.0,,8.1,2.0,20.0,0.0,N ,BARITO UTARA,0
2018-07-06,25.0,33.3,28.6,83.0,1.8,6.6,3.0,270.0,1.0,N ,BARITO UTARA,0
2018-08-06,,32.2,28.1,85.0,0.0,6.4,3.0,250.0,0.0,N ,BARITO UTARA,0
2018-09-06,24.0,33.1,27.2,85.0,27.0,3.9,3.0,40.0,0.0,N ,BARITO UTARA,0
2018-10-06,24.0,32.5,27.5,86.0,5.9,5.0,3.0,90.0,0.0,N ,BARITO UTARA,2
2018-11-06,22.0,33.9,28.8,83.0,0.0,4.0,3.0,80.0,0.0,N ,BARITO UTARA,0
2018-12-06,24.0,32.4,27.4,88.0,0.0,8.3,0.0,0.0,0.0,N ,BARITO UTARA,0
2018-02-03,23.0,33.6,25.9,88.0,32.9,0.0,4.0,230.0,1.0,N ,BARITO UTARA,0
2018-03-03,21.0,33.0,27.5,84.0,39.5,5.8,2.0,30.0,0.0,N ,BARITO UTARA,0
2018-04-03,24.0,35.0,28.4,79.0,0.0,6.7,2.0,60.0,0.0,N ,BARITO UTARA,0
2018-05-03,23.0,33.1,27.2,83.0,17.7,,3.0,330.0,0.0,N ,BARITO UTARA,1
2018-06-03,23.0,32.2,26.8,88.0,25.3,6.3,0.0,0.0,0.0,N ,BARITO UTARA,0
2018-07-03,19.0,30.2,25.6,90.0,20.4,3.6,3.0,230.0,0.0,N ,BARITO UTARA,0
2018-08-03,23.0,33.8,27.2,82.0,9.2,,0.0,0.0,0.0,N ,BARITO UTARA,0
2018-09-03,24.0,34.4,28.2,81.0,0.0,7.0,3.0,60.0,0.0,N ,BARITO UTARA,2
2018-10-03,24.0,33.7,28.4,79.0,5.4,8.0,3.0,360.0,1.0,N ,BARITO UTARA,0
2018-11-03,24.0,34.6,28.7,77.0,0.0,8.0,3.0,50.0,1.0,N ,BARITO UTARA,0
2018-12-03,25.0,34.4,28.8,76.0,0.8,9.5,2.0,170.0,0.0,N ,BARITO UTARA,0
2018-02-05,20.0,28.0,25.2,93.0,131.5,8.5,2.0,200.0,0.0,N ,BARITO UTARA,0
2018-03-05,23.0,33.2,27.8,86.0,0.3,0.0,2.0,250.0,0.0,N ,BARITO UTARA,0
2018-04-05,24.0,33.3,28.1,84.0,3.4,,2.0,310.0,1.0,N ,BARITO UTARA,0
2018-05-05,24.0,34.2,29.1,82.0,0.0,8.7,2.0,10.0,0.0,N ,BARITO UTARA,1
2018-06-05,,34.2,28.7,82.0,0.0,,2.0,110.0,0.0,N ,BARITO UTARA,0
2018-07-05,24.0,34.6,29.7,79.0,0.0,,3.0,20.0,1.0,N ,BARITO UTARA,0
2018-08-05,24.0,32.3,27.2,85.0,12.2,9.0,3.0,250.0,1.0,N ,BARITO UTARA,0
2018-09-05,24.0,33.5,27.4,83.0,2.3,7.3,0.0,0.0,0.0,N ,BARITO UTARA,0
2018-10-05,20.0,32.7,27.3,84.0,0.0,8.5,3.0,230.0,0.0,N ,BARITO UTARA,73
2018-11-05,24.0,34.0,27.6,86.0,19.0,4.5,2.0,240.0,0.0,N ,BARITO UTARA,0
2018-12-05,24.0,33.8,26.6,86.0,1.0,,3.0,240.0,1.0,N ,BARITO UTARA,4
2018-02-11,24.0,32.7,27.7,84.0,4.1,2.5,3.0,30.0,0.0,N ,BARITO UTARA,0
2018-03-11,24.0,,28.0,87.0,0.0,3.0,5.0,40.0,1.0,N ,BARITO UTARA,0
2018-04-11,26.0,33.7,28.4,85.0,7.1,8.8,4.0,80.0,1.0,N ,BARITO UTARA,1
2018-05-11,25.0,33.6,28.6,82.0,1.0,4.7,2.0,220.0,0.0,N ,BARITO UTARA,0
2018-06-11,25.0,33.1,28.0,87.0,13.4,6.5,4.0,120.0,1.0,N ,BARITO UTARA,0
2018-07-11,24.0,32.9,27.8,80.0,36.6,6.8,2.0,50.0,0.0,N ,BARITO UTARA,0
2018-08-11,25.0,32.9,27.0,86.0,1.3,3.5,4.0,10.0,2.0,N ,BARITO UTARA,3
2018-09-11,23.0,34.0,28.2,80.0,11.9,4.2,3.0,20.0,1.0,N ,BARITO UTARA,6
2018-10-11,22.0,29.8,27.0,86.0,6.4,9.5,3.0,260.0,1.0,N ,BARITO UTARA,0
2018-11-11,,33.2,27.9,83.0,0.0,0.0,2.0,200.0,0.0,N ,BARITO UTARA,1
2018-12-11,24.0,,26.0,90.0,69.4,5.8,3.0,220.0,1.0,N ,BARITO UTARA,0
2018-02-10,24.0,33.6,29.0,77.0,,8.5,2.0,330.0,1.0,N ,BARITO UTARA,0
2018-03-10,,34.3,29.1,79.0,0.0,8.5,2.0,20.0,1.0,N ,BARITO UTARA,0
2018-04-10,25.0,35.0,29.3,75.0,0.0,6.0,3.0,30.0,0.0,N ,BARITO UTARA,0
2018-05-10,22.0,35.8,29.5,73.0,0.0,9.0,4.0,50.0,1.0,N ,BARITO UTARA,0
2018-06-10,24.0,34.7,28.7,77.0,0.3,,3.0,80.0,1.0,N ,BARITO UTARA,0
2018-07-10,24.0,33.9,27.8,81.0,,,3.0,40.0,0.0,N ,BARITO UTARA,0
2018-08-10,24.0,34.8,28.3,80.0,13.6,3.2,3.0,70.0,1.0,N ,BARITO UTARA,0
2018-09-10,21.0,34.9,28.9,77.0,0.0,9.0,4.0,100.0,0.0,N ,BARITO UTARA,4
2018-10-10,25.0,34.3,28.3,81.0,0.0,9.1,3.0,40.0,0.0,N ,BARITO UTARA,0
2018-11-10,24.0,32.6,27.7,84.0,6.0,5.4,3.0,30.0,0.0,N ,BARITO UTARA,0
2018-12-10,25.0,33.8,27.5,84.0,0.4,2.1,2.0,70.0,0.0,N ,BARITO UTARA,0
2018-02-09,23.0,,26.7,82.0,2.6,,3.0,230.0,0.0,N ,BARITO UTARA,0
2018-03-09,20.0,34.2,28.2,78.0,1.5,5.2,3.0,230.0,1.0,N ,BARITO UTARA,0
2018-04-09,23.0,33.4,27.6,76.0,0.0,9.7,3.0,240.0,0.0,N ,BARITO UTARA,0
2018-05-09,20.0,32.8,28.0,78.0,0.0,5.7,4.0,90.0,1.0,N ,BARITO UTARA,0
2018-06-09,20.0,,26.7,86.0,2.0,6.5,2.0,220.0,0.0,N ,BARITO UTARA,0
2018-07-09,20.0,33.2,27.9,81.0,0.0,2.7,2.0,60.0,0.0,N ,BARITO UTARA,0
2018-08-09,24.0,35.3,29.3,71.0,0.0,3.2,3.0,150.0,1.0,N ,BARITO UTARA,0
2018-09-09,24.0,33.8,29.2,72.0,0.0,10.2,3.0,340.0,1.0,N ,BARITO UTARA,1
2018-10-09,24.0,35.0,27.1,86.0,,,3.0,130.0,0.0,N ,BARITO UTARA,7
2018-11-09,23.0,34.5,27.6,78.0,3.4,,2.0,120.0,0.0,N ,BARITO UTARA,4
2018-12-09,23.0,35.3,28.6,70.0,0.0,7.8,3.0,230.0,0.0,N ,BARITO UTARA,0
2019-02-08,24.0,30.7,26.2,87.0,0.0,,2.0,20.0,0.0,C ,BARITO UTARA,0
2019-03-08,23.0,32.3,27.1,81.0,0.8,3.3,2.0,300.0,0.0,C ,BARITO UTARA,0
2019-04-08,23.0,32.4,27.0,78.0,8888.0,5.4,2.0,240.0,0.0,C ,BARITO UTARA,0
2019-05-08,23.0,33.0,27.4,77.0,0.0,6.3,4.0,30.0,1.0,C ,BARITO UTARA,0
2019-06-08,,32.1,26.7,81.0,0.0,8.5,2.0,220.0,0.0,C ,BARITO UTARA,0
2019-07-08,23.0,31.4,26.5,83.0,0.0,,4.0,100.0,1.0,C ,BARITO UTARA,1
2019-08-08,23.0,33.7,27.1,82.0,0.0,4.5,3.0,250.0,0.0,C ,BARITO UTARA,0
2019-09-08,23.0,33.0,27.5,81.0,0.0,3.7,4.0,0.0,0.0,C ,BARITO UTARA,2
2019-10-08,23.0,32.8,27.2,82.0,0.0,5.7,4.0,250.0,0.0,C ,BARITO UTARA,28
2019-11-08,23.0,34.0,28.0,80.0,0.0,6.2,3.0,30.0,0.0,C ,BARITO UTARA,2
2019-12-08,24.0,,28.7,79.0,0.0,8.6,2.0,100.0,0.0,C ,BARITO UTARA,0
2019-02-04,23.7,32.4,27.1,86.0,2.4,4.5,2.0,260.0,0.0,C ,BARITO UTARA,0
2019-03-04,23.0,32.5,27.0,85.0,40.4,4.0,0.0,0.0,0.0,C ,BARITO UTARA,0
2019-04-04,23.6,34.2,28.4,83.0,0.0,6.0,4.0,20.0,1.0,C ,BARITO UTARA,0
2019-05-04,24.1,29.0,24.7,95.0,21.8,8.8,2.0,290.0,0.0,C ,BARITO UTARA,0
2019-06-04,23.6,33.9,28.3,82.0,12.3,0.0,4.0,30.0,1.0,C ,BARITO UTARA,0
2019-07-04,24.4,34.5,28.4,85.0,,10.8,3.0,30.0,0.0,C ,BARITO UTARA,0
2019-08-04,25.0,35.0,29.4,81.0,0.0,4.3,4.0,50.0,1.0,C ,BARITO UTARA,0
2019-09-04,24.4,34.6,28.1,83.0,7.8,8.0,4.0,20.0,0.0,C ,BARITO UTARA,3
2019-10-04,24.0,35.1,29.0,81.0,0.4,6.1,3.0,200.0,1.0,C ,BARITO UTARA,0
2019-11-04,23.8,33.2,27.3,88.0,51.9,9.5,4.0,230.0,1.0,C ,BARITO UTARA,3
2019-12-04,24.0,31.9,28.3,84.0,1.0,6.9,2.0,10.0,0.0,C ,BARITO UTARA,0
2019-02-12,24.0,31.6,27.1,88.0,6.4,7.3,3.0,230.0,0.0,C ,BARITO UTARA,0
2019-03-12,25.0,34.2,29.0,82.0,0.0,4.0,3.0,10.0,1.0,C ,BARITO UTARA,0
2019-04-12,25.0,33.8,28.0,80.0,0.0,9.8,4.0,230.0,0.0,C ,BARITO UTARA,0
2019-05-12,24.0,35.0,29.2,79.0,0.0,6.0,3.0,10.0,1.0,C ,BARITO UTARA,2
2019-06-12,24.0,33.0,26.9,89.0,10.9,8.6,3.0,270.0,0.0,C ,BARITO UTARA,0
2019-07-12,,33.9,27.9,85.0,3.7,,4.0,130.0,1.0,C ,BARITO UTARA,0
2019-08-12,24.0,31.4,26.8,89.0,12.0,6.5,4.0,170.0,0.0,C ,BARITO UTARA,3
2019-09-12,24.0,33.1,27.8,82.0,0.2,2.5,2.0,210.0,0.0,C ,BARITO UTARA,0
2019-10-12,25.0,33.6,27.2,85.0,0.0,8.0,4.0,240.0,1.0,C ,BARITO UTARA,10
2019-11-12,24.0,32.5,27.9,82.0,0.1,5.0,4.0,200.0,1.0,C ,BARITO UTARA,0
2019-12-12,24.0,32.4,26.4,88.0,8.3,7.2,3.0,220.0,1.0,C ,BARITO UTARA,0
2019-02-02,22.0,32.0,26.3,88.0,75.0,5.8,0.0,0.0,0.0,C ,BARITO UTARA,0
2019-03-02,22.4,31.9,26.7,86.0,63.5,,3.0,10.0,0.0,C ,BARITO UTARA,0
2019-04-02,23.1,29.8,26.0,92.0,8.9,3.5,3.0,10.0,0.0,C ,BARITO UTARA,0
2019-05-02,23.8,32.9,26.6,86.0,5.2,1.5,2.0,220.0,0.0,C ,BARITO UTARA,0
2019-06-02,,34.1,27.7,82.0,17.7,,3.0,30.0,0.0,C ,BARITO UTARA,0
2019-07-02,23.4,31.5,26.6,89.0,52.1,,3.0,230.0,0.0,C ,BARITO UTARA,0
2019-08-02,23.3,33.7,27.9,81.0,1.1,5.3,4.0,20.0,1.0,C ,BARITO UTARA,0
2019-09-02,23.4,32.7,26.7,85.0,25.9,8.0,4.0,20.0,1.0,C ,BARITO UTARA,3
2019-10-02,23.0,,26.6,86.0,49.1,5.1,3.0,30.0,0.0,C ,BARITO UTARA,2
2019-11-02,23.4,,27.5,81.0,6.9,4.1,2.0,50.0,0.0,C ,BARITO UTARA,0
2019-12-02,23.4,34.4,27.9,80.0,29.6,,3.0,40.0,1.0,C ,BARITO UTARA,0
2019-02-01,22.8,31.6,26.0,88.0,27.0,3.3,3.0,40.0,1.0,C ,BARITO UTARA,0
2019-03-01,23.2,31.9,27.4,85.0,,,2.0,230.0,0.0,C ,BARITO UTARA,0
2019-04-01,24.7,34.0,28.8,82.0,0.0,3.3,3.0,260.0,0.0,C ,BARITO UTARA,0
2019-05-01,23.2,33.1,27.4,84.0,45.5,7.8,0.0,0.0,0.0,C ,BARITO UTARA,0
2019-06-01,23.5,34.1,29.1,76.0,0.0,7.5,4.0,50.0,1.0,C ,BARITO UTARA,0
2019-07-01,24.4,34.6,29.2,76.0,0.0,11.0,4.0,80.0,1.0,C ,BARITO UTARA,0
2019-08-01,24.4,34.6,28.1,82.0,,,3.0,70.0,1.0,C ,BARITO UTARA,0
2019-09-01,23.0,32.5,26.0,89.0,146.0,8.3,4.0,240.0,0.0,C ,BARITO UTARA,0
2019-10-01,23.7,33.0,27.4,87.0,32.2,4.5,3.0,10.0,0.0,C ,BARITO UTARA,0
2019-11-01,24.1,32.1,27.4,85.0,25.7,4.7,3.0,260.0,0.0,C ,BARITO UTARA,0
2019-12-01,23.1,34.2,28.0,82.0,23.0,,2.0,200.0,0.0,C ,BARITO UTARA,0
2019-02-07,24.0,32.2,28.0,86.0,0.0,2.0,2.0,260.0,0.0,C ,BARITO UTARA,0
2019-03-07,25.0,32.8,27.9,86.0,0.0,0.5,2.0,40.0,0.0,C ,BARITO UTARA,0
2019-04-07,24.0,31.6,27.0,88.0,0.2,0.6,3.0,30.0,0.0,C ,BARITO UTARA,0
2019-05-07,24.0,33.3,27.8,80.0,8888.0,1.2,2.0,60.0,0.0,C ,BARITO UTARA,0
2019-06-07,23.0,34.3,28.5,80.0,0.0,7.6,3.0,30.0,0.0,C ,BARITO UTARA,0
2019-07-07,24.0,34.7,29.0,79.0,0.0,7.0,2.0,340.0,0.0,C ,BARITO UTARA,0
2019-08-07,24.0,33.7,27.4,83.0,0.0,8.4,2.0,270.0,0.0,C ,BARITO UTARA,0
2019-09-07,22.0,32.7,27.1,82.0,0.0,5.0,3.0,30.0,0.0,C ,BARITO UTARA,0
2019-10-07,23.0,33.2,27.3,82.0,0.0,8.2,3.0,230.0,0.0,C ,BARITO UTARA,6
2019-11-07,24.0,33.5,27.8,78.0,0.0,7.3,3.0,30.0,0.0,C ,BARITO UTARA,0
2019-12-07,23.0,34.2,28.2,80.0,0.0,7.5,4.0,270.0,0.0,C ,BARITO UTARA,0
2019-02-06,25.0,32.1,28.2,87.0,0.2,3.0,2.0,210.0,0.0,C ,BARITO UTARA,0
2019-03-06,25.0,32.6,27.0,90.0,8888.0,2.8,3.0,150.0,0.0,C ,BARITO UTARA,0
2019-04-06,25.0,29.2,26.4,92.0,20.5,2.5,2.0,350.0,0.0,C ,BARITO UTARA,0
2019-05-06,25.0,34.5,27.6,87.0,1.9,0.0,2.0,60.0,0.0,C ,BARITO UTARA,0
2019-06-06,,33.4,28.1,86.0,19.7,6.8,3.0,160.0,0.0,C ,BARITO UTARA,0
2019-07-06,24.0,33.5,27.4,87.0,24.2,7.2,5.0,140.0,0.0,C ,BARITO UTARA,0
2019-08-06,24.0,30.3,25.8,92.0,22.4,3.3,3.0,230.0,0.0,C ,BARITO UTARA,0
2019-09-06,24.0,30.9,26.6,90.0,25.6,2.7,2.0,240.0,0.0,C ,BARITO UTARA,2
2019-10-06,,35.1,27.9,85.0,0.5,3.2,2.0,340.0,0.0,C ,BARITO UTARA,22
2019-11-06,25.0,33.2,28.6,84.0,8888.0,4.2,4.0,310.0,0.0,C ,BARITO UTARA,0
2019-12-06,25.0,32.2,27.1,90.0,0.8,2.1,2.0,140.0,0.0,C ,BARITO UTARA,0
2019-02-03,24.7,32.4,27.8,81.0,0.0,10.3,3.0,50.0,0.0,C ,BARITO UTARA,0
2019-03-03,25.0,30.9,26.6,90.0,0.0,1.0,0.0,0.0,0.0,C ,BARITO UTARA,0
2019-04-03,24.0,34.4,26.5,87.0,18.0,,0.0,0.0,0.0,C ,BARITO UTARA,1
2019-05-03,21.0,34.0,28.1,84.0,32.7,4.1,3.0,100.0,0.0,C ,BARITO UTARA,0
2019-06-03,23.7,31.9,27.0,86.0,61.6,5.6,3.0,220.0,0.0,C ,BARITO UTARA,0
2019-07-03,23.4,34.5,27.0,82.0,8.4,5.2,0.0,0.0,0.0,C ,BARITO UTARA,0
2019-08-03,23.0,33.7,27.7,78.0,5.8,1.8,3.0,240.0,0.0,C ,BARITO UTARA,0
2019-09-03,24.0,33.5,27.7,84.0,0.0,8.2,4.0,190.0,1.0,C ,BARITO UTARA,2
2019-10-03,22.4,32.2,26.8,85.0,4.6,4.7,3.0,220.0,0.0,C ,BARITO UTARA,0
2019-11-03,23.2,34.6,27.3,80.0,0.0,4.8,4.0,260.0,1.0,C ,BARITO UTARA,0
2019-12-03,23.3,31.3,26.7,85.0,3.7,9.0,3.0,10.0,0.0,C ,BARITO UTARA,0
2019-02-05,24.1,34.0,27.5,87.0,0.0,8.7,2.0,340.0,0.0,C ,BARITO UTARA,0
2019-03-05,,34.0,27.5,86.0,45.0,,4.0,200.0,0.0,C ,BARITO UTARA,0
2019-04-05,24.0,34.7,29.5,80.0,0.0,5.0,2.0,330.0,0.0,C ,BARITO UTARA,0
2019-05-05,25.0,34.2,29.0,80.0,0.0,10.5,3.0,250.0,0.0,C ,BARITO UTARA,1
2019-06-05,26.0,33.1,27.7,87.0,0.2,8.0,2.0,230.0,0.0,C ,BARITO UTARA,0
2019-07-05,24.0,34.3,29.2,80.0,15.3,4.6,3.0,230.0,0.0,C ,BARITO UTARA,2
2019-08-05,25.0,34.6,29.9,80.0,,,5.0,210.0,0.0,C ,BARITO UTARA,1
2019-09-05,25.0,34.3,28.0,82.0,0.0,10.4,3.0,40.0,1.0,C ,BARITO UTARA,4
2019-10-05,23.0,32.7,27.5,85.0,42.5,5.7,3.0,340.0,0.0,C ,BARITO UTARA,18
2019-11-05,23.0,33.6,27.4,84.0,24.0,6.7,3.0,300.0,1.0,C ,BARITO UTARA,0
2019-12-05,23.0,33.2,27.6,82.0,19.8,7.3,3.0,70.0,0.0,C ,BARITO UTARA,3
2019-02-11,22.0,33.1,27.3,84.0,3.7,4.5,3.0,230.0,0.0,C ,BARITO UTARA,0
2019-03-11,23.0,32.2,27.5,84.0,0.0,8.1,2.0,160.0,0.0,C ,BARITO UTARA,0
2019-04-11,24.0,34.1,28.9,80.0,0.0,4.5,3.0,250.0,0.0,C ,BARITO UTARA,0
2019-05-11,24.0,33.2,27.9,80.0,0.0,7.7,3.0,240.0,0.0,C ,BARITO UTARA,0
2019-06-11,23.0,33.5,28.9,78.0,,,3.0,250.0,0.0,C ,BARITO UTARA,0
2019-07-11,25.0,33.8,28.1,83.0,,4.8,3.0,180.0,0.0,C ,BARITO UTARA,2
2019-08-11,24.0,33.9,28.9,80.0,0.0,3.1,4.0,210.0,1.0,C ,BARITO UTARA,0
2019-09-11,25.0,29.3,26.5,89.0,0.0,8.3,3.0,250.0,0.0,C ,BARITO UTARA,18
2019-10-11,23.0,33.5,27.7,80.0,0.4,0.0,4.0,170.0,1.0,C ,BARITO UTARA,2
2019-11-11,24.0,32.9,28.0,83.0,0.0,7.0,3.0,250.0,0.0,C ,BARITO UTARA,1
2019-12-11,,33.3,28.7,78.0,,,3.0,30.0,0.0,C ,BARITO UTARA,0
2019-02-10,24.0,32.7,26.8,85.0,0.0,5.5,6.0,80.0,1.0,C ,BARITO UTARA,0
2019-03-10,22.0,31.7,26.4,85.0,97.8,3.9,2.0,40.0,0.0,C ,BARITO UTARA,0
2019-04-10,23.0,33.4,27.9,78.0,0.0,4.3,3.0,140.0,1.0,C ,BARITO UTARA,1
2019-05-10,24.0,34.2,28.7,77.0,0.0,8.1,2.0,260.0,0.0,C ,BARITO UTARA,0
2019-06-10,25.0,34.6,28.1,80.0,0.0,8.9,4.0,100.0,0.0,C ,BARITO UTARA,0
2019-07-10,24.0,32.9,27.5,82.0,58.0,,2.0,160.0,0.0,C ,BARITO UTARA,0
2019-08-10,24.0,33.6,28.1,80.0,0.0,7.0,0.0,0.0,0.0,C ,BARITO UTARA,1
2019-09-10,25.0,33.9,28.9,78.0,0.0,5.2,4.0,20.0,1.0,C ,BARITO UTARA,10
2019-10-10,25.0,33.6,28.6,81.0,0.0,7.1,4.0,260.0,1.0,C ,BARITO UTARA,6
2019-11-10,24.0,32.6,27.9,82.0,11.5,5.7,5.0,340.0,1.0,C ,BARITO UTARA,0
2019-12-10,24.0,33.8,28.4,80.0,0.0,5.1,2.0,70.0,0.0,C ,BARITO UTARA,0
2019-02-09,24.0,34.0,27.9,84.0,0.0,5.2,4.0,210.0,0.0,C ,BARITO UTARA,0
2019-03-09,23.0,32.0,27.1,86.0,4.8,6.7,3.0,320.0,1.0,C ,BARITO UTARA,0
2019-04-09,23.0,32.7,27.0,84.0,0.0,1.0,2.0,210.0,0.0,C ,BARITO UTARA,0
2019-05-09,22.0,33.4,27.1,81.0,0.0,8.8,3.0,250.0,0.0,C ,BARITO UTARA,0
2019-06-09,23.0,31.9,27.1,81.0,0.0,5.8,2.0,270.0,0.0,C ,BARITO UTARA,0
2019-07-09,24.0,33.0,28.1,80.0,,,4.0,230.0,0.0,C ,BARITO UTARA,3
2019-08-09,24.0,33.9,28.1,83.0,0.0,4.0,0.0,0.0,0.0,C ,BARITO UTARA,0
2019-09-09,25.0,34.0,28.5,80.0,0.0,2.6,3.0,210.0,0.0,C ,BARITO UTARA,5
2019-10-09,25.0,32.3,27.8,81.0,0.0,3.1,0.0,0.0,0.0,C ,BARITO UTARA,4
2019-11-09,24.0,34.0,28.4,74.0,0.0,0.5,3.0,250.0,0.0,C ,BARITO UTARA,0
2019-12-09,22.0,32.2,26.7,81.0,0.8,10.3,3.0,240.0,0.0,C ,BARITO UTARA,0
2020-02-08,24.5,32.7,28.6,80.0,0.8,2.4,5.0,30.0,1.0,C ,BARITO UTARA,0
2020-03-08,23.2,31.0,26.2,86.0,10.6,7.1,3.0,30.0,1.0,C ,BARITO UTARA,1
2020-04-08,23.7,32.6,27.5,88.0,0.2,2.8,2.0,40.0,0.0,C ,BARITO UTARA,0
2020-05-08,25.3,33.0,28.5,84.0,8888.0,2.6,6.0,230.0,0.0,C ,BARITO UTARA,2
2020-06-08,22.4,30.0,25.5,88.0,10.6,3.5,2.0,180.0,0.0,C ,BARITO UTARA,0
